0	13	22	26
1	22	27	15
2	3	26	13
3	17	12	16
4	28	21	0
5	23	2	30
6	1	7	27
7	19	7	4
8	30	16	19
9	22	12	18
10	23	0	11
11	3	0	6
12	21	18	28
13	3	15	0
14	13	9	2
15	29	27	2
16	24	1	17
17	11	4	23
18	6	18	13
19	26	16	24
20	10	1	8
21	4	7	9
22	15	27	1
23	12	30	9
24	8	19	17
25	1	30	15
26	12	11	16
27	27	18	8
28	30	28	2
29	7	0	11
30	9	31	24
31	9	6	11
32	10	8	12
33	3	16	13
34	14	12	7
35	12	17	18
36	1	0	16
37	31	14	18
38	30	28	25
39	28	10	23
40	18	23	22
41	28	29	22
42	21	3	9
43	15	22	0
44	2	6	19
45	31	14	27
46	2	18	28
47	6	3	13
48	3	27	31
49	28	13	11
50	5	22	28
51	14	8	31
52	1	12	5
53	11	22	7
54	5	22	23
55	20	31	5
56	1	26	30
57	4	18	27
58	9	1	21
59	30	10	24
60	0	15	27
61	1	13	25
62	8	20	24
63	25	28	22
64	26	11	1
65	19	23	28
66	23	1	24
67	19	1	17
68	31	25	10
69	11	19	12
70	30	14	12
71	18	20	7
72	24	12	22
73	10	5	19
74	27	2	6
75	17	21	26
76	5	22	15
77	1	26	8
78	4	6	10
79	3	14	15
80	25	1	7
81	4	16	14
82	30	0	28
83	20	12	14
84	15	30	24
85	18	23	4
86	25	20	3
87	30	0	2
88	1	9	7
89	16	15	27
90	12	22	8
91	23	20	26
92	16	28	17
93	24	7	22
94	5	10	28
95	24	28	6
96	0	26	30
97	25	14	24
98	15	30	14
99	1	23	19
100	16	12	10
101	0	14	29
102	22	7	25
103	4	31	15
104	25	31	30
105	22	26	23
106	2	4	17
107	13	0	5
108	6	25	13
109	12	1	8
110	12	23	26
111	11	20	28
112	15	1	2
113	23	8	15
114	24	30	28
115	22	24	0
116	18	1	31
117	30	5	23
118	28	15	20
119	10	12	21
120	27	31	9
121	3	19	14
122	13	27	19
123	5	18	1
124	11	10	2
125	9	24	2
126	21	9	17
127	22	20	7
128	17	0	31
129	31	12	25
130	27	18	2
131	11	14	27
132	29	23	16
133	22	13	1
134	6	26	15
135	0	29	4
136	26	28	19
137	11	0	12
138	5	17	29
139	25	17	11
140	15	12	14
141	18	15	4
142	5	13	28
143	31	1	11
144	3	19	23
145	16	31	11
146	7	28	16
147	25	10	18
148	21	13	12
149	26	15	13
150	23	18	11
151	14	22	10
152	18	9	1
153	25	23	3
154	24	26	2
155	7	3	10
156	25	0	10
157	22	20	17
158	17	1	14
159	1	21	18
160	7	31	25
161	1	5	0
162	14	1	31
163	27	10	0
