0	13	5	4
1	4	5	7
2	11	10	8
3	5	14	13
4	9	3	11
5	12	11	10
6	1	14	11
7	0	10	4
8	6	12	13
9	10	1	11
10	9	14	11
11	6	10	1
12	6	14	7
13	6	1	14
14	7	4	1
15	5	10	8
16	6	8	2
17	12	14	2
18	9	12	1
19	13	10	2
20	0	6	10
21	2	14	0
22	10	6	13
23	2	7	3
24	1	9	10
25	11	0	4
26	3	11	14
27	4	14	12
28	1	5	8
29	6	7	4
30	4	11	14
31	12	13	6
32	5	3	8
33	7	6	1
34	5	11	13
35	3	4	6
36	4	6	7
37	5	14	6
38	11	1	13
39	0	3	12
40	5	13	6
41	3	2	12
42	8	13	6
43	10	5	6
44	4	14	0
45	8	4	9
46	7	10	3
47	14	3	10
48	11	2	5
49	9	11	10
50	0	13	5
51	10	11	14
52	1	6	8
53	9	1	8
54	13	6	0
55	2	8	3
56	2	12	11
57	4	10	14
58	14	3	6
59	14	9	8
60	8	2	14
61	6	3	0
62	5	6	8
63	11	1	6
64	0	14	2
65	5	7	13
66	14	4	8
67	14	10	7
68	1	7	8
69	1	3	12
70	3	2	10
71	14	9	13
72	5	11	8
73	5	4	12
74	6	5	14
75	11	1	14
76	9	8	5
77	9	3	12
78	7	3	0
79	5	13	4
80	3	13	10
81	14	6	5
82	10	12	3
83	13	7	3
84	8	3	14
85	4	14	13
86	2	8	12
87	11	6	9
88	1	10	7
89	14	10	9
90	6	8	1
91	2	5	10
92	6	1	11
93	14	2	7
94	0	10	1
95	12	6	11
96	13	0	14
97	0	10	13
98	10	4	11
99	7	3	10
100	9	0	10
101	3	10	13
102	11	8	6
103	7	0	5
104	3	14	1
105	13	10	11
106	11	2	14
107	4	10	13
108	8	0	3
109	14	1	9
110	7	9	4
111	1	14	2
112	13	1	2
113	12	13	1
114	3	7	6
115	0	7	11
116	8	7	10
117	5	3	13
118	13	5	10
119	4	10	3
120	0	4	2
121	9	4	6
122	10	13	9
123	7	11	8
124	10	3	11
125	4	2	1
126	6	7	4
127	5	4	6
128	0	6	11
129	2	6	0
130	4	7	10
131	13	7	11
132	13	7	3
133	3	1	8
134	13	1	9
135	2	12	8
136	7	8	12
137	7	1	4
138	14	12	9
139	2	4	0
140	13	1	8
141	5	8	14
142	6	9	3
143	6	14	4
144	2	12	8
145	4	12	5
146	12	0	8
147	7	1	13
148	12	9	7
149	7	11	12
150	4	6	2
151	10	14	9
152	5	9	2
153	3	13	9
154	8	7	10
155	12	11	10
156	0	8	12
157	10	13	9
158	1	5	13
159	10	3	12
160	7	11	14
161	5	3	0
162	2	11	8
163	0	12	14
164	7	4	12
165	7	5	0
166	14	13	3
167	3	13	8
168	5	7	13
169	10	12	6
170	1	0	12
171	11	2	4
172	3	2	5
173	4	11	5
174	12	5	13
175	7	10	13
176	5	10	8
177	9	10	0
178	7	8	0
179	1	4	5
180	0	13	6
181	10	12	1
182	11	8	6
183	7	2	6
184	10	5	14
185	12	3	7
186	7	1	8
187	0	14	9
188	14	12	2
189	1	0	14
190	5	8	1
191	3	1	14
192	0	14	1
193	1	3	8
194	6	1	12
195	10	14	11
196	8	14	7
197	1	13	11
198	11	12	2
199	14	12	13
200	8	7	11
201	7	12	5
202	4	11	3
203	5	14	11
204	5	12	4
205	1	8	13
206	8	1	10
207	0	4	5
208	9	14	13
209	8	3	4
210	2	5	10
211	4	1	7
212	14	11	1
213	8	9	3
214	6	1	10
215	7	5	3
216	0	9	10
217	7	14	3
218	12	11	3
219	6	4	3
220	14	10	8
221	9	1	12
222	1	11	8
223	13	0	12
224	6	0	2
225	14	5	1
226	14	1	5
227	5	0	11
228	7	11	12
229	13	0	9
230	9	10	7
231	7	6	1
232	1	13	2
233	10	3	4
234	13	10	8
235	7	1	4
236	1	9	13
237	2	3	4
238	2	11	12
239	7	8	13
240	7	10	1
241	3	12	2
242	13	10	1
243	6	3	10
244	3	1	10
245	0	6	2
246	10	13	11
247	4	8	12
248	9	13	5
249	4	6	8
250	5	8	2
251	3	9	10
252	1	2	11
253	10	5	8
254	6	4	5
255	1	7	0
256	3	10	6
257	0	8	4
258	5	10	4
259	4	5	12
260	4	10	1
261	10	8	13
262	1	12	2
263	1	3	10
264	5	3	4
265	7	9	2
266	9	4	10
267	5	14	1
268	3	11	10
269	8	9	14
270	12	2	3
271	4	9	2
272	13	0	9
273	12	2	0
274	1	11	9
275	13	2	4
276	0	4	12
277	8	10	7
278	3	14	10
279	7	11	5
280	7	5	12
281	4	9	14
282	10	3	7
283	8	5	10
284	1	9	10
285	4	2	5
286	9	10	7
287	2	10	8
288	11	4	8
289	4	10	8
290	13	2	14
291	13	12	3
292	4	9	8
293	4	12	10
294	2	8	14
295	0	7	10
296	13	14	0
297	6	5	8
298	14	4	11
299	9	8	1
300	1	12	3
301	10	9	6
302	2	8	4
303	9	12	10
304	3	8	4
305	8	14	2
306	4	2	3
307	4	7	9
308	11	3	4
309	6	0	10
310	1	14	9
311	14	2	3
312	6	13	9
313	0	4	12
314	7	3	14
315	11	9	0
316	2	12	7
317	1	12	5
318	6	4	7
319	5	14	6
320	14	12	11
321	12	5	1
322	13	11	12
323	6	9	8
324	4	6	3
325	8	2	9
326	4	7	14
327	12	13	3
328	4	9	12
329	7	10	4
330	4	5	12
331	12	5	2
332	14	6	7
333	2	11	14
334	6	5	4
335	13	6	4
336	9	12	14
337	6	1	14
338	0	11	8
339	7	9	14
340	5	7	3
341	9	7	12
342	14	10	1
343	8	2	7
344	5	1	14
345	8	13	12
346	10	2	0
347	13	2	9
348	14	13	4
349	3	12	5
350	9	10	11
351	0	1	10
352	9	11	5
353	7	10	9
354	2	5	13
355	0	9	12
356	11	2	6
357	7	9	2
358	4	14	1
359	14	3	8
360	3	6	1
361	1	10	13
362	2	8	3
363	1	3	2
364	6	10	13
365	2	7	9
366	2	7	8
367	10	13	0
368	12	2	3
369	2	1	10
370	0	13	14
371	14	1	11
372	7	8	9
373	10	2	7
374	1	6	9
375	13	5	1
376	9	14	11
377	6	14	9
378	4	7	12
379	0	7	10
380	13	2	0
381	1	7	12
382	0	9	10
383	6	10	2
384	5	3	1
385	0	12	4
386	9	8	6
387	1	11	7
388	9	3	11
389	0	6	2
390	4	10	5
391	5	9	6
392	13	14	10
393	11	14	12
394	12	1	4
395	6	5	10
396	14	4	9
397	9	10	2
398	7	0	1
399	6	5	3
400	3	8	10
401	6	5	12
402	14	3	13
403	6	1	8
404	5	7	8
405	10	4	11
406	1	12	9
407	14	2	7
408	13	11	6
409	7	1	11
410	3	11	0
411	9	10	4
412	9	10	5
413	6	1	2
414	7	14	0
415	3	2	4
416	1	5	12
417	14	0	13
418	13	11	4
419	5	11	0
420	9	3	5
421	2	4	11
422	4	6	9
423	0	5	3
424	1	11	8
425	2	1	9
426	0	12	2
427	1	10	11
428	14	10	12
429	6	2	0
430	4	6	7
431	6	1	0
432	4	13	5
433	3	9	1
434	12	6	3
435	8	13	4
436	0	11	1
437	8	11	14
438	11	13	9
439	7	4	1
440	8	13	5
441	4	11	8
442	7	11	8
443	13	9	3
444	2	14	12
445	10	13	2
446	11	0	2
447	8	0	10
448	4	3	0
449	6	12	5
450	10	7	9
451	4	14	12
452	1	3	14
453	13	10	14
454	3	11	9
455	13	12	2
456	14	13	9
457	13	10	12
458	2	6	10
459	9	12	8
460	2	1	3
461	3	4	5
462	1	8	9
463	14	6	0
464	5	14	10
465	6	1	8
466	5	0	10
467	3	13	12
468	1	4	12
469	10	1	5
470	11	5	8
471	11	0	10
472	6	3	4
473	7	0	4
474	2	0	5
475	1	2	9
476	12	10	11
477	8	13	11
478	7	4	0
479	2	6	8
480	3	0	9
481	2	5	9
482	14	4	11
483	0	11	2
484	12	8	14
485	8	10	11
486	6	3	2
487	4	1	8
488	9	12	10
489	10	0	11
490	11	1	6
491	3	10	4
492	8	11	12
493	1	11	8
494	13	10	0
495	2	14	3
496	4	9	11
497	13	4	10
498	1	8	12
499	2	14	11
500	12	9	1
501	1	3	12
502	10	13	14
503	8	11	2
504	7	11	13
505	2	0	1
506	10	12	6
507	1	10	14
508	11	13	1
509	14	4	13
510	12	5	2
511	1	2	7
512	3	1	10
513	8	9	5
514	9	8	5
515	6	12	2
516	7	4	5
517	12	10	6
518	2	3	11
519	7	0	13
520	13	0	1
521	7	11	9
522	8	2	3
523	14	12	7
524	10	14	6
525	14	6	3
526	14	6	10
527	9	6	1
528	6	0	12
529	10	13	7
530	5	12	9
531	10	6	13
532	8	9	10
533	13	14	10
534	10	5	9
535	10	0	1
536	10	3	11
537	13	8	7
538	2	8	1
539	0	2	11
540	5	8	3
541	13	0	3
542	8	11	10
543	12	3	4
544	14	8	12
545	14	10	11
546	8	5	10
547	3	0	6
548	9	10	8
549	10	14	7
550	1	6	14
551	8	2	5
552	12	3	7
553	10	7	4
554	10	3	5
555	11	10	0
556	5	3	9
557	7	9	4
558	12	4	13
559	6	1	13
560	5	7	8
561	7	6	0
562	7	4	14
563	5	10	9
564	13	12	9
565	7	0	6
566	8	12	10
567	3	14	8
568	8	12	5
569	0	3	5
570	8	12	13
571	12	1	0
572	3	2	6
573	6	11	4
574	7	11	14
575	10	5	4
576	0	11	6
577	13	6	10
578	2	11	10
579	5	8	14
580	13	3	7
581	1	3	5
582	8	10	4
583	5	9	4
584	10	2	0
585	5	9	7
586	6	2	1
587	8	4	9
588	13	4	8
589	4	9	2
590	2	5	1
591	13	7	5
592	10	0	1
593	1	4	12
594	3	11	14
595	11	5	6
596	7	4	3
597	3	6	12
598	3	9	10
599	2	5	13
600	0	11	14
601	4	5	14
602	9	2	0
603	0	10	11
604	6	12	2
605	2	8	6
606	12	0	6
607	9	3	14
608	9	4	11
609	4	13	5
610	1	12	13
611	8	6	0
612	1	12	4
613	13	14	12
614	12	10	2
615	6	11	0
616	4	14	10
617	11	14	7
618	14	13	9
619	12	8	3
620	9	13	3
621	6	8	5
622	13	8	14
623	14	3	8
624	9	4	14
625	11	1	10
626	9	10	13
627	11	2	4
628	3	0	8
629	8	10	1
630	13	8	3
631	0	8	2
632	5	6	0
633	7	10	9
634	14	7	11
635	8	13	9
636	8	13	2
637	11	0	13
638	3	6	1
639	14	5	6
640	14	7	2
641	5	7	12
642	8	6	3
643	0	12	14
644	6	9	14
645	10	12	4
646	4	5	6
647	12	0	8
648	12	7	4
649	0	1	5
650	1	9	10
651	4	3	8
652	7	12	14
653	1	5	14
654	3	11	9
655	0	7	1
656	8	4	1
657	5	14	6
658	0	11	8
659	10	7	1
660	12	2	11
661	9	14	6
662	4	5	3
663	14	0	12
664	6	14	12
665	11	5	6
666	11	10	4
667	7	3	5
668	12	0	14
669	6	7	10
670	10	8	0
671	2	4	8
672	2	11	12
673	0	2	12
674	14	3	0
675	8	14	10
676	13	0	9
677	12	8	1
678	10	8	0
679	13	3	14
680	3	7	11
681	0	1	5
682	6	14	7
683	12	2	9
684	8	4	5
685	4	14	8
686	14	8	4
687	0	8	11
688	12	8	6
689	12	3	14
690	13	11	2
691	1	13	14
692	0	8	9
693	5	14	0
694	0	3	9
695	0	2	8
696	2	12	3
697	2	8	3
698	14	6	5
699	4	3	12
700	11	3	13
701	11	12	1
702	8	3	13
703	14	1	5
704	14	5	0
705	1	7	6
706	10	3	13
707	14	2	1
708	14	8	13
709	11	8	7
710	11	6	4
711	5	8	7
712	13	3	7
713	3	13	8
714	0	4	8
715	11	3	2
716	7	9	14
717	9	4	14
718	1	9	2
719	0	7	6
720	8	4	6
721	4	8	7
722	8	3	14
723	11	1	8
724	11	12	9
725	12	10	14
726	5	8	7
727	7	0	5
728	7	10	8
729	11	12	8
730	5	12	2
731	7	9	12
732	4	12	5
733	6	1	8
734	0	6	9
735	0	9	2
736	3	5	14
737	11	10	0
738	11	1	13
739	3	6	9
740	13	12	8
741	2	10	4
742	0	9	4
743	6	7	2
744	1	10	13
745	3	2	1
746	6	11	3
747	10	2	3
748	10	3	6
749	2	13	9
750	9	11	6
751	2	0	3
752	2	6	0
753	12	0	3
754	11	4	3
755	2	11	5
756	9	1	12
757	13	3	5
758	8	0	14
759	13	8	14
760	12	7	10
761	0	10	14
762	0	14	8
763	10	7	9
764	6	10	9
765	1	6	8
766	7	11	0
767	6	11	13
768	6	4	12
769	6	4	7
770	7	6	11
771	8	10	3
772	10	7	0
773	0	13	8
774	9	0	3
775	9	11	12
776	10	12	5
777	0	3	11
778	1	2	13
779	1	4	7
780	1	6	4
781	11	9	4
782	0	14	8
783	4	1	12
784	7	0	12
785	11	10	9
786	9	0	5
787	2	3	8
788	13	14	12
789	13	14	1
790	2	4	1
791	0	14	5
792	6	9	3
793	4	9	6
794	8	9	2
795	7	2	5
796	4	1	7
797	0	7	3
798	0	13	1
799	9	4	5
800	10	13	7
801	14	13	3
802	11	7	0
803	10	3	5
804	11	7	14
805	14	12	10
806	6	2	11
807	3	4	14
808	10	9	0
809	13	11	4
810	2	1	8
811	14	0	7
812	12	5	10
813	3	0	12
814	5	3	12
815	2	0	13
816	5	14	8
817	9	1	5
818	7	8	13
819	10	12	7
820	8	12	11
821	2	3	8
822	11	10	7
823	2	0	14
824	8	11	14
825	10	12	14
826	3	11	14
827	2	5	6
828	11	14	9
829	1	13	5
830	8	10	0
831	1	3	7
832	8	0	7
833	14	4	13
834	5	0	9
835	13	10	11
836	3	13	12
837	11	8	12
838	2	8	14
839	11	2	9
840	11	4	3
841	4	0	12
842	7	12	14
843	7	11	0
844	3	6	13
845	10	11	13
846	0	3	9
847	0	4	10
848	3	6	9
849	9	2	14
850	4	7	2
851	3	13	2
852	5	9	0
853	6	1	8
854	9	8	12
855	12	1	3
856	8	0	1
857	13	2	3
858	5	8	6
859	13	2	6
860	3	4	5
861	7	4	13
862	8	7	6
863	1	8	12
864	1	13	6
865	4	13	1
866	1	4	5
867	7	10	5
868	5	3	13
869	6	4	13
870	11	8	2
871	4	9	3
872	2	3	1
873	7	4	10
874	2	8	4
875	4	9	13
876	1	7	6
877	13	3	4
878	14	4	5
879	14	12	10
880	8	10	13
881	11	4	9
882	10	7	12
883	3	13	2
884	12	7	10
885	10	8	9
886	2	4	10
887	5	13	8
888	9	7	4
889	14	6	7
890	14	7	10
891	3	5	10
892	3	6	13
893	0	1	5
894	3	7	12
895	9	7	10
896	14	2	0
897	7	3	12
898	7	12	4
899	0	4	1
900	14	8	0
901	4	11	8
902	14	4	10
903	8	11	2
904	6	7	10
905	1	2	6
906	7	1	5
907	14	2	13
908	14	7	3
909	5	2	14
910	11	5	0
911	7	5	3
912	6	12	7
913	9	4	13
914	9	10	2
915	3	6	1
916	12	1	13
917	6	11	13
918	3	7	11
919	5	9	8
920	3	12	13
921	0	3	5
922	13	10	4
923	14	11	8
924	14	5	11
925	9	7	10
926	9	8	3
927	13	1	2
928	5	3	1
929	11	8	14
930	11	7	3
931	4	6	0
932	11	13	0
933	3	2	0
934	6	9	13
935	0	7	8
936	11	13	1
937	3	9	12
938	2	7	12
939	0	14	11
940	12	10	7
941	5	8	0
942	5	1	0
943	4	6	8
944	8	5	7
945	0	12	11
946	9	14	1
947	6	3	0
948	6	11	12
949	10	0	8
950	12	11	14
951	13	6	9
952	6	12	8
953	2	9	10
954	10	11	8
955	5	8	7
956	9	14	5
957	4	11	7
958	2	6	13
959	4	13	8
960	10	6	13
961	9	13	7
962	8	4	12
963	8	0	14
964	4	3	6
965	8	0	5
966	10	7	2
967	11	13	9
968	11	5	0
969	14	4	13
970	4	11	10
971	3	1	6
972	1	14	13
973	4	1	7
974	2	1	0
975	1	0	10
976	12	7	14
977	10	13	14
978	2	14	8
979	6	4	10
980	7	0	6
981	8	10	14
982	8	6	2
983	7	12	6
984	13	9	1
985	4	14	9
986	4	2	11
987	3	10	6
988	0	10	6
989	2	6	11
990	12	4	3
991	3	11	1
992	9	7	12
993	7	9	6
994	11	9	13
995	7	14	2
996	8	3	4
997	6	10	8
998	10	0	14
999	6	5	9
1000	7	4	9
1001	0	3	4
1002	10	4	11
1003	5	12	9
1004	10	1	5
1005	13	12	9
1006	1	3	13
1007	11	10	8
1008	9	11	1
1009	7	4	11
1010	10	5	6
1011	10	1	5
1012	0	6	4
1013	0	11	14
1014	3	9	0
1015	1	4	14
1016	2	6	10
1017	13	11	0
1018	0	11	2
1019	8	14	0
1020	7	9	2
1021	9	2	4
1022	10	3	0
1023	7	3	14
1024	11	5	12
1025	10	11	7
1026	4	7	9
1027	0	6	1
1028	2	0	13
1029	2	3	14
1030	1	14	10
1031	3	8	7
1032	11	12	13
1033	0	6	10
1034	3	7	14
1035	2	13	12
1036	2	10	11
1037	14	1	5
1038	13	8	2
1039	8	6	9
1040	10	6	8
1041	4	14	10
1042	5	7	1
1043	4	0	11
1044	13	1	0
1045	1	8	7
1046	14	7	11
1047	1	13	8
1048	4	10	3
1049	11	14	6
1050	13	14	7
1051	1	5	9
1052	13	5	8
1053	7	9	0
1054	6	4	13
1055	2	7	14
1056	1	13	14
1057	0	10	7
1058	0	1	13
1059	3	5	1
1060	4	10	6
1061	6	8	14
1062	6	3	0
1063	13	3	7
1064	9	0	7
1065	8	12	5
1066	6	4	2
1067	7	3	12
1068	12	13	1
1069	6	13	12
1070	10	8	3
1071	1	7	9
