0	13	10	14
1	14	15	7
2	11	10	13
3	5	4	0
4	4	13	16
5	7	6	10
6	1	19	11
7	15	7	4
8	6	12	3
9	10	16	6
10	19	4	11
11	11	0	18
12	1	14	12
13	11	18	4
14	17	9	6
15	5	15	18
16	16	13	17
17	7	4	2
18	14	2	1
19	18	8	12
20	10	1	0
21	12	19	5
22	15	11	13
23	12	2	13
24	16	19	5
25	1	10	15
26	8	11	4
27	19	14	12
28	6	0	18
29	11	12	19
30	9	11	4
31	17	18	11
32	10	0	3
33	7	16	1
34	10	0	3
35	8	9	1
36	9	16	12
37	15	14	10
38	6	16	1
39	0	18	7
40	10	3	6
41	8	17	18
42	13	3	1
43	15	10	6
44	14	6	15
45	3	18	19
46	2	0	8
47	14	3	5
48	11	7	15
49	4	1	15
50	5	18	0
51	10	16	19
52	1	16	13
53	19	6	8
54	13	6	3
55	12	3	13
56	17	2	11
57	4	0	19
58	9	13	1
59	14	5	8
60	8	7	19
61	1	13	5
62	0	16	8
63	1	16	6
64	10	19	17
65	15	7	8
66	19	9	4
67	19	5	17
68	11	7	18
69	11	3	12
70	18	2	0
71	14	4	3
72	0	16	18
73	10	5	7
74	11	10	14
75	1	11	14
76	9	13	15
77	9	18	4
78	12	18	10
79	15	18	19
80	13	3	15
81	4	16	10
82	10	12	0
83	8	12	18
84	3	18	4
85	14	19	4
86	17	8	7
87	6	16	9
88	1	5	7
89	4	15	19
90	16	18	10
91	7	0	10
92	16	18	1
93	4	7	2
94	5	10	16
95	12	16	6
96	8	10	14
97	5	10	8
98	15	14	6
99	17	3	15
100	4	15	10
101	8	10	13
102	6	11	1
103	12	15	4
104	13	19	6
105	18	10	11
106	6	12	9
107	9	0	13
108	18	5	13
109	4	1	12
110	12	19	14
111	11	4	12
112	3	1	6
113	7	8	11
114	8	2	16
115	10	12	16
116	18	17	15
117	10	13	3
118	8	15	0
119	14	0	13
120	15	14	17
121	19	1	11
122	5	3	19
123	17	6	13
124	15	3	6
125	9	12	14
126	1	17	9
127	10	4	11
128	5	16	11
129	7	16	5
130	19	2	10
131	3	18	11
132	13	7	8
133	18	1	13
134	18	6	19
135	12	17	8
136	2	8	7
137	7	16	4
138	9	17	7
139	17	9	19
140	3	16	18
141	10	3	4
142	1	9	13
143	11	9	19
144	7	18	3
145	4	7	19
146	7	12	8
147	17	6	18
148	17	9	4
149	2	11	17
150	19	6	7
151	10	14	9
152	10	5	9
153	13	3	19
154	8	2	10
155	7	11	10
156	5	8	18
157	10	8	9
158	1	10	18
159	5	13	2
160	7	11	9
161	5	13	0
162	2	1	3
163	15	10	4
164	12	14	2
